travel_id,name,season,nature,vibe,target,fee,parking,address,open_time,latitude,longitude,full_address,short_description,row_number,matched_cloud_name,image_count,image_urls,match_score,match_method,reason
365,국립춘천숲체원,사계절,"산, 계곡, 숲","액티비티, 힐링, 교육",가족,정보없음,가능,강원특별자치도 춘천시 신북읍 장본2길 331,15:00~익일11:00,37.97859861,127.7707618,강원특별자치도 춘천시 신북읍 장본2길 331,"국립춘천숲체원은 산림교육과 산림레포츠를 동시에 즐길 수 있는 복합형 산림복지시설이다. 도시민의 여가 수요를 반영한 모험숲, 실내암벽, 계곡트레킹 등 산림레포츠 특화 프로그램과 숲해설, 숲오감체험, 자연공예 등 다양한 산림교육 프로그램을 즐길 수 있다. 기존어린이 중심으로 조성된 숲체원들과는 달리, 성인과 청소년을 주 대상으로 레포츠와 캠핑, 휴양을 특화해 ",365,국립춘천숲체원,3,"https://res.cloudinary.com/dmnc24zjf/image/upload/v1760794689/%EA%B5%AD%EB%A6%BD%EC%B6%98%EC%B2%9C%EC%88%B2%EC%B2%B4%EC%9B%90_3_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_uwylin.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760794686/%EA%B5%AD%EB%A6%BD%EC%B6%98%EC%B2%9C%EC%88%B2%EC%B2%B4%EC%9B%90_2_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_zkt5wz.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760794683/%EA%B5%AD%EB%A6%BD%EC%B6%98%EC%B2%9C%EC%88%B2%EC%B2%B4%EC%9B%90_1_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_oyd5ai.jpg",1,exact,
366,밀브릿지,사계절,"산, 숲, 공원, 도시","산책, 액티비티, 예술/문화, 교육",연인,정보없음,가능<br>요금 (무료),강원특별자치도 평창군 진부면 방아다리로 1011-26,10:00~18:00,37.69362614,128.5035873,강원특별자치도 평창군 진부면 방아다리로 1011-26,"오대산국립공원 내 방아다리 약수터 일대에 조성된 자연체험학습장이다. ‘전나무 숲 쉼터’를 표방하는 시설에는 60년 넘게 가꿔진 전나무 숲에 숙박시설, 산책로, 약수 체험장, 명상원, 미술관, 카페, 식당 등이 자리한다. 밀브릿지 건물은 한국을 대표하는 건축가 승효상이 디자인했다. 건축 과정에서 부지의 지형과 수목을 보존, 전나무와 어우러진 건물은 자연과 조",366,밀브릿지,3,"https://res.cloudinary.com/dmnc24zjf/image/upload/v1760796540/%EB%B0%80%EB%B8%8C%EB%A6%BF%EC%A7%80_3_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_yxmwge.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760796537/%EB%B0%80%EB%B8%8C%EB%A6%BF%EC%A7%80_2_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_khw0hd.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760796533/%EB%B0%80%EB%B8%8C%EB%A6%BF%EC%A7%80_1_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_lfs60t.jpg",1,exact,
367,이효석문화예술촌,"겨울, 사계절","산, 전망대, 마을, 도시","액티비티, 예술/문화",연인,"[이효석문학관] 일반 2,000원 단체(20명 이상) 1,500원 군민 1,000원 [효석달빛언덕] 일반 3,000원 단체(20명 이상) 2,000원 군민 1,500원 [통합권(이효석문학관+효석달빛언덕)] 일반 4,500원 단체(20명 이상) 3,000원 군민 2,000원",가능,강원특별자치도 평창군 봉평면 효석문학길 73-25,"[성수기(5월~9월)] 09:00~18:30<br>
[비수기 (10 월~4월)] 09:00~17:30<br>
※ 운영종료 30분 전 매표마감<br>
※ 통합권 매표마감 16:00",37.61322734,128.3701379,강원특별자치도 평창군 봉평면 효석문학길 73-25,"작가 이효석의 고향인 강원도 평창군 봉평면 창동리 일원에 조성된 문학 테마 마을이다. 이효석은 한국 현대 단편소설 중 가장 뛰어난 작품으로 꼽히는 「메밀꽃 필 무렵」을 쓴, 1930년대를 대표하는 작가다. 효석문화예술촌은 효석달빛언덕과 이효석문학관을 아우른다. 효석달빛언덕은 약 18,000㎡ 대지에 작가 관련 장소와 「메밀꽃 필 무렵」 속 배경을 재현한 야",367,이효석문화예술촌,3,"https://res.cloudinary.com/dmnc24zjf/image/upload/v1760800490/%EC%9D%B4%ED%9A%A8%EC%84%9D%EB%AC%B8%ED%99%94%EC%98%88%EC%88%A0%EC%B4%8C_3_%EA%B3%B5%EA%B3%B51%EC%9C%A0%ED%98%95_egwivr.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760800487/%EC%9D%B4%ED%9A%A8%EC%84%9D%EB%AC%B8%ED%99%94%EC%98%88%EC%88%A0%EC%B4%8C_2_%EA%B3%B5%EA%B3%B51%EC%9C%A0%ED%98%95_czeyxw.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760800483/%EC%9D%B4%ED%9A%A8%EC%84%9D%EB%AC%B8%ED%99%94%EC%98%88%EC%88%A0%EC%B4%8C_1_%EA%B3%B5%EA%B3%B51%EC%9C%A0%ED%98%95_sznpcj.jpg",1,exact,
368,봉정연꽃마을,"여름, 사계절","산, 문화재, 마을, 도시","액티비티, 역사, 힐링",가족,정보없음,가능,강원특별자치도 동해시 봉정1길 19-7,10:00~17:00,37.47314417,129.1244743,강원특별자치도 동해시 봉정1길 19-7,"강원도 동해시 단봉동에 자리한 농촌체험휴양마을이다. 마을은 3,600㎡ 규모의 너른 연꽃 단지로 유명하다. 여름이 되면 ‘봉정연당’이라 불리는 연꽃 단지에 홍련과 백련이 어우러져 핀다. 마을은 ‘봉황새마을’이라고도 불리는데, 하늘에서 내려다본 마을 모습이 봉황새를 닮아 생긴 이름이다. 마을 주민들이 강원도 아리랑에 맞춰 봉황과 학 등의 춤사위를 하는 ‘봉황",368,봉정연꽃마을,1,https://res.cloudinary.com/dmnc24zjf/image/upload/v1760796927/%EB%B4%89%EC%A0%95%EC%97%B0%EA%BD%83%EB%A7%88%EC%9D%84_1_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_grkaih.jpg,1,exact,
369,명주사부도군,사계절,산,"산책, 경치",연인,무료,가능,강원특별자치도 양양군 현북면 어성전길 93-229,상시 개방,37.94857501,128.6806551,강원특별자치도 양양군 현북면 어성전길 93-229,"부도는 승려의 무덤을 상징하며 그 유골이나 사리를 모셔두는 곳이다. 명주사에 마련된 이 부도밭에는 모두 12기의 부도가 자리하고 있으며, 4개의 비석도 함께 남아있다. 12기의 부도 중에서 7기는 3단을 이루는 기단 위로 탑몸돌 및 지붕돌을 갖추었는데, 사각의 바닥돌과 둥근 탑몸돌을 제외한 각 부분이 8각을 이루고 있다. 나머지 5기는 받침돌 위로 종 모양",369,명주사부도군,2,"https://res.cloudinary.com/dmnc24zjf/image/upload/v1760796270/%EB%AA%85%EC%A3%BC%EC%82%AC%EB%B6%80%EB%8F%84%EA%B5%B0_2_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_pfpewf.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760796268/%EB%AA%85%EC%A3%BC%EC%82%AC%EB%B6%80%EB%8F%84%EA%B5%B0_1_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_l0zka1.jpg",1,exact,
370,함정균가옥,사계절,마을,"예술/문화, 역사",연인,무료,가능,강원특별자치도 고성군 죽왕면 왕곡마을길 52,"상시 개방<br>
※ 일반적으로 관람이 가능하나, 소유주의 개인적 사정으로 관람이 제한될 수도 있음",38.34119524,128.4986067,강원특별자치도 고성군 죽왕면 왕곡마을길 52,"고성 함정균 가옥은 안채와 행랑채로 구성되어 있으며, 안채는 함경도형 온돌 중심 겹집에 마루가 도입된 전형적인 평면 형식이다. 정면 4칸, 측면 2칸의 팔각기와지붕 가옥으로, 정면 2칸에는 마루가 있고, 그 뒤로 2칸의 안방이 있으며, 측면에는 사랑방과 고방이 있다. 자연석 기단과 초석에 각기둥을 세운 후 굴도리(보와 직각 방향으로 걸어 서까래를 받치는 수",370,함정균가옥,1,https://res.cloudinary.com/dmnc24zjf/image/upload/v1760803401/%ED%95%A8%EC%A0%95%EA%B7%A0%EA%B0%80%EC%98%A5_1_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_wyyao7.jpg,1,exact,
371,카페 방림별곡,사계절,"마을, 도시",액티비티,연인,정보없음,가능,강원특별자치도 평창군 방림면 서동로 1339,10:00~18:00,37.42649938,128.3946857,강원특별자치도 평창군 방림면 서동로 1339,"카페 방림별곡은 방림드림주민주식회사에서 운영하는 마을 카페다. 대표도 직원도 모두 마을주민이다. 방림 주민들의 소통의 장이자 사랑방 장소로 즐겨 찾고 있다. 쿠키만들기 체험이 가능하며, 카페 방림별곡에는지속가능한 지구환경을 위한 제로 웨이스트샵인 방림드림마켓도 운영되고 있다.",371,카페,3,"https://res.cloudinary.com/dmnc24zjf/image/upload/v1760801958/%EC%B9%B4%ED%8E%98_%EB%B0%A9%EB%A6%BC%EB%B3%84%EA%B3%A1_3_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_hgk5e3.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760801954/%EC%B9%B4%ED%8E%98_%EB%B0%A9%EB%A6%BC%EB%B3%84%EA%B3%A1_2_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_y3qyht.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760801951/%EC%B9%B4%ED%8E%98_%EB%B0%A9%EB%A6%BC%EB%B3%84%EA%B3%A1_1_%EA%B3%B5%EA%B3%B51%EC%9C%A0%ED%98%95_bdfrpt.jpg",0.9,contains,
372,오대산힐링빌리지,사계절,"산, 숲, 농장","액티비티, 힐링, 교육",가족,정보없음,가능(5대),강원특별자치도 평창군 진부면 능골길 52-77,11:00 ~ 20:00,37.61008607,128.5175413,강원특별자치도 평창군 진부면 능골길 52-77,"오대산힐링빌리지는 평창군에 거주하는 주민들로 구성된 주민사업체로 구성원들 모두 숲해설 교육을 이수하고 자격증을 보유하고 있다. 가족 단위 관광객에게 농촌 관광 및 힐링 체험을 제공하는 것을 목표로 운영되고 있으며 브랜드 “별마루”를 개발해 생산되는 농산물, 체험 프로그램 등에 적용하고 있다. 해발 700미터 고지에서 평창의 청정 자연을 만끽할 수 있는 프라",372,오대산힐링빌리지,3,"https://res.cloudinary.com/dmnc24zjf/image/upload/v1760799652/%EC%98%A4%EB%8C%80%EC%82%B0%ED%9E%90%EB%A7%81%EB%B9%8C%EB%A6%AC%EC%A7%80_3_%EA%B3%B5%EA%B3%B51%EC%9C%A0%ED%98%95_gmxrdf.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760799649/%EC%98%A4%EB%8C%80%EC%82%B0%ED%9E%90%EB%A7%81%EB%B9%8C%EB%A6%AC%EC%A7%80_2_%EA%B3%B5%EA%B3%B51%EC%9C%A0%ED%98%95_wtjock.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760799646/%EC%98%A4%EB%8C%80%EC%82%B0%ED%9E%90%EB%A7%81%EB%B9%8C%EB%A6%AC%EC%A7%80_1_%EA%B3%B5%EA%B3%B51%EC%9C%A0%ED%98%95_hfise5.jpg",1,exact,
373,효석 달빛언덕,"봄, 가을, 사계절","산, 전망대, 도시","액티비티, 경치, 예술/문화",연인,"[이효석문학관] 일반 2,000원 단체(20명 이상) 1,500원 군민 1,000원 [효석달빛언덕] 일반 3,000원 단체(20명 이상) 2,000원 군민 1,500원 [통합권(이효석문학관+효석달빛언덕)] 일반 4,500원 단체(20명 이상) 3,000원 군민 2,000원",가능,강원특별자치도 평창군 봉평면 효석문학길 54,"[성수기(5월~9월)] 09:00~18:30<br>
[비수기 (10 월~4월)] 09:00~17:30<br>
※ 운영종료 30분 전 매표마감<br>
※ 통합권 매표마감 16:00",37.61217184,128.3669215,강원특별자치도 평창군 봉평면 효석문학길 54,효석 달빛언덕은 문화체육관광부가 주관한 2018 평창동계올림픽 예술창작 특구사업의 일환으로 강원특별자치도 평창군 봉평면 창동 4리 복원 이효석생가 주변에 2018년 8월 개관하였다. 이 공간은 이효석의 「메밀꽃 필 무렵」에 등장하는 달빛의 상징성을 바탕으로 다양한 예술 체험이 가능한 공간으로 구성되어 있다. 정문을 들어서면 먼저 복원한 이효석 생가를 볼 수,373,효석,3,"https://res.cloudinary.com/dmnc24zjf/image/upload/v1760804007/%ED%9A%A8%EC%84%9D_%EB%8B%AC%EB%B9%9B%EC%96%B8%EB%8D%95_3_%EA%B3%B5%EA%B3%B51%EC%9C%A0%ED%98%95_vnsewb.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760804004/%ED%9A%A8%EC%84%9D_%EB%8B%AC%EB%B9%9B%EC%96%B8%EB%8D%95_2_%EA%B3%B5%EA%B3%B51%EC%9C%A0%ED%98%95_xs0qwm.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760804000/%ED%9A%A8%EC%84%9D_%EB%8B%AC%EB%B9%9B%EC%96%B8%EB%8D%95_1_%EA%B3%B5%EA%B3%B51%EC%9C%A0%ED%98%95_x4xuho.jpg",0.9,contains,
374,차맛체험관,사계절,마을,"액티비티, 역사",연인,정보없음,가능,강원특별자치도 원주시 지정면 상차면길 10-1,"- 10:00~18:00<br>
- 목요일, 일요일 13:00~18:00<br>
- 준비시간 12:00~13:00",37.36901884,127.893302,강원특별자치도 원주시 지정면 상차면길 10-1,차맛체험관은 강원 원주시 지정면에 위치한 체험관으로 전 세계의 모든 차를 직접 체험할 수 있는 곳이다. 다양한 차 종류를 맛볼 수 있는 것뿐만 아니라 차의 역사와 종류에 대한 전시를 관람할 수 있다. 또한 차문화를 전파하고자 차예마을 차맛축제를 개최한다. 차맛축제에서는 차에 대해 더 자세히 배울 수 있는 ‘티클래스 타임’을 운영하고 각종 이벤트를 제공한다.,374,차맛체험관,3,"https://res.cloudinary.com/dmnc24zjf/image/upload/v1760801193/%EC%B0%A8%EB%A7%9B%EC%B2%B4%ED%97%98%EA%B4%80_3_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_z4hquc.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760801190/%EC%B0%A8%EB%A7%9B%EC%B2%B4%ED%97%98%EA%B4%80_2_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_xisht3.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760801187/%EC%B0%A8%EB%A7%9B%EC%B2%B4%ED%97%98%EA%B4%80_1_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_x4kfeg.jpg",1,exact,
375,평창관광센터 스페이스 창공,사계절,,힐링,연인,정보없음,정보없음,강원특별자치도 평창군 진부면 송정길 110(송정리),09:00~18:00,37.64235842,128.5740269,강원특별자치도 평창군 진부면 송정길 110(송정리),"평창관광센터 SPACE 창공은 평창여행을 시작하고 마무리하는 여행자를 위한 여행자 플랫폼이며, 평창여행을 위한 정보와 함께 여행의 여유를 즐길 수 있는 작은 도서관, 스토리텔링 작은 전시관 그리고 문화관광 프로그램 등 다양한 평창의 관광·문화 서비스를 제공하는 복합문화공간이다. 넓고 푸른 하늘처럼 KTX 기차 여행객, 평창관광택시, 평창시티투어 이용객 등 ",375,평창관광센터,3,"https://res.cloudinary.com/dmnc24zjf/image/upload/v1760802938/%ED%8F%89%EC%B0%BD%EA%B4%80%EA%B4%91%EC%84%BC%ED%84%B0_%EC%8A%A4%ED%8E%98%EC%9D%B4%EC%8A%A4_%EC%B0%BD%EA%B3%B5_3_%EA%B3%B5%EA%B3%B51%EC%9C%A0%ED%98%95_kguasz.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760802934/%ED%8F%89%EC%B0%BD%EA%B4%80%EA%B4%91%EC%84%BC%ED%84%B0_%EC%8A%A4%ED%8E%98%EC%9D%B4%EC%8A%A4_%EC%B0%BD%EA%B3%B5_2_%EA%B3%B5%EA%B3%B51%EC%9C%A0%ED%98%95_v0reul.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760802931/%ED%8F%89%EC%B0%BD%EA%B4%80%EA%B4%91%EC%84%BC%ED%84%B0_%EC%8A%A4%ED%8E%98%EC%9D%B4%EC%8A%A4_%EC%B0%BD%EA%B3%B5_1_%EA%B3%B5%EA%B3%B51%EC%9C%A0%ED%98%95_unvxtv.jpg",0.9,contains,
376,무릉 달빛 호암소,"겨울, 사계절","산, 계곡, 숲","액티비티, 힐링",연인,무료,가능<br>요금 (무료),강원특별자치도 동해시 삼화동 산267(삼화동),상시 개방,37.45454386,128.9986584,강원특별자치도 동해시 삼화동 산267(삼화동),무릉 달빛 호암소는 동해 무릉 건강 숲에서 무릉계곡 힐링 캠프장을 지나 상가 주차장까지 이어지는 1.82㎞의 계곡 탐방로다. 출발점이 되는 동해 무릉 건강 숲은 다양한 건강 체험을 즐길 수 있는 힐링 명소다. 이곳에서 청아한 물소리를 따라 걷다 보면 맑은 공기를 마시며 자연 속에서 편안한 휴식을 취할 수 있는 무릉계곡 힐링캠핑장을 만날 수 있다. 캠핑을 즐,376,무릉,3,"https://res.cloudinary.com/dmnc24zjf/image/upload/v1760796355/%EB%AC%B4%EB%A6%89_%EB%8B%AC%EB%B9%9B_%ED%98%B8%EC%95%94%EC%86%8C_3_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_wuulxp.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760796352/%EB%AC%B4%EB%A6%89_%EB%8B%AC%EB%B9%9B_%ED%98%B8%EC%95%94%EC%86%8C_2_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_fbsiqo.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760796349/%EB%AC%B4%EB%A6%89_%EB%8B%AC%EB%B9%9B_%ED%98%B8%EC%95%94%EC%86%8C_1_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_cexyds.jpg",0.9,contains,
377,경포플라워가든,"봄, 여름, 사계절","호수, 공원, 절","액티비티, 힐링",연인,무료,가능<br>요금 (무료),강원특별자치도 강릉시 초당동 459-28(초당동),상시 개방,37.79798856,128.9086892,강원특별자치도 강릉시 초당동 459-28(초당동),"경포 플라워가든은 자연과 꽃이 어우러진 힐링의 공간으로, 사계절 내내 변화하는 아름다움을 자랑한다. 특히 봄에는 화려한 튤립과 장미가 만개하고, 여름에는 시원한 수국이 방문객들을 맞이한다. 이곳은 단순한 꽃밭이 아니라, 경포호수와 함께 자연을 온전히 느낄 수 있는 특별한 장소이다. 정원 속에는 맨발로 걸을 수 있는 구간이 마련되어 있어, 부드러운 풀밭 위를",377,경포플라워가든,3,"https://res.cloudinary.com/dmnc24zjf/image/upload/v1760794150/%EA%B2%BD%ED%8F%AC%ED%94%8C%EB%9D%BC%EC%9B%8C%EA%B0%80%EB%93%A0_3_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_emfszm.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760794147/%EA%B2%BD%ED%8F%AC%ED%94%8C%EB%9D%BC%EC%9B%8C%EA%B0%80%EB%93%A0_2_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_vkl2zw.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760794144/%EA%B2%BD%ED%8F%AC%ED%94%8C%EB%9D%BC%EC%9B%8C%EA%B0%80%EB%93%A0_1_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_p4q1nd.jpg",1,exact,
378,물무리골생태습지,사계절,"산, 숲, 공원",산책,연인,무료,가능,강원특별자치도 영월군 영월읍 영월로 1713-12,상시 개방,37.19728519,128.4502208,강원특별자치도 영월군 영월읍 영월로 1713-12,"물무리골 생태습지는 강원 고생대 국가지질공원 중 하나인 내륙습지다. 습지 일대에는 급한 경사를 보이는 해발고도 400m 이상의 산지가 발달해 있는데, 이들 산지 사이를 하천이 흐르면서 퇴적물이 이동해 아래쪽에 소규모의 평평한 내륙습지가 형성된 것. 이 같은 석회암 지대의 자연 내륙습지는 학술 가치가 매우 높다. 또 물무리골 생태습지는 조선 단종의 무덤인 장",378,물무리골생태습지,3,"https://res.cloudinary.com/dmnc24zjf/image/upload/v1760796438/%EB%AC%BC%EB%AC%B4%EB%A6%AC%EA%B3%A8%EC%83%9D%ED%83%9C%EC%8A%B5%EC%A7%80_3_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_gr1wys.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760796436/%EB%AC%BC%EB%AC%B4%EB%A6%AC%EA%B3%A8%EC%83%9D%ED%83%9C%EC%8A%B5%EC%A7%80_2_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_pfhapd.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760796432/%EB%AC%BC%EB%AC%B4%EB%A6%AC%EA%B3%A8%EC%83%9D%ED%83%9C%EC%8A%B5%EC%A7%80_1_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_svsz7v.jpg",1,exact,
379,명주예술마당,사계절,섬,"예술/문화, 교육",연인,무료,가능<br>요금 (무료),강원특별자치도 강릉시 경강로2021번길 9-1 명주예술마당,09:00~22:00,37.75045204,128.8903007,강원특별자치도 강릉시 경강로2021번길 9-1 명주예술마당,"명주예술마당은 옛 명주초등학교 건물을 토대로 증축하여 복합문화공간으로 재탄생시킨 시설이다. 시내 중심과 가까운 곳에 위치해 있고, 국보인 객사문이 있는 대도호부 관아와 이웃해 있으며, 넓은 운동장과 근대에 지어진 주변 가옥들이 향수를 느끼게 한다. 본관은 대연습실 3실, 중연습실 3실, 개인연습실 9실 총 14개의 연습 공간과 컨벤션홀·아트리움·공연장을 각",379,명주예술마당,3,"https://res.cloudinary.com/dmnc24zjf/image/upload/v1760796280/%EB%AA%85%EC%A3%BC%EC%98%88%EC%88%A0%EB%A7%88%EB%8B%B9_3_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_kil0nl.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760796276/%EB%AA%85%EC%A3%BC%EC%98%88%EC%88%A0%EB%A7%88%EB%8B%B9_2_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_ghzq7o.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760796273/%EB%AA%85%EC%A3%BC%EC%98%88%EC%88%A0%EB%A7%88%EB%8B%B9_1_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_swrvmd.jpg",1,exact,
380,오색 치마폭포,"여름, 가을, 사계절","산, 계곡, 숲, 공원, 절",경치,연인,무료,가능,강원특별자치도 양양군 서면 오색리,상시 개방,38.0831549,128.4496247,강원특별자치도 양양군 서면 오색리,"치마폭포는 설악산 국립공원 오색지구 매표소 인근, 덕주골에서 흘러내린 맑은 물줄기가 모여 형성된 아름다운 폭포다. 폭포수가 넓게 펼쳐지며 떨어지는 모양이 마치 여성의 치맛자락처럼 우아하게 흘러내리는 모습과 닮아 ‘치마폭포’라는 이름이 붙여졌다. 이 폭포에는 오래전부터 전해 내려오는 전설도 있다. 옛날 선녀들이 인근 선녀탕에서 목욕을 하고 있을 때, 하늘에서",380,오색,6,"https://res.cloudinary.com/dmnc24zjf/image/upload/v1760799700/%EC%98%A4%EC%83%89_%EC%B9%98%EB%A7%88%ED%8F%AD%ED%8F%AC_3_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_urb6rr.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760799697/%EC%98%A4%EC%83%89_%EC%B9%98%EB%A7%88%ED%8F%AD%ED%8F%AC_2_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_hosaah.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760799694/%EC%98%A4%EC%83%89_%EC%B9%98%EB%A7%88%ED%8F%AD%ED%8F%AC_1_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_pteehc.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760799690/%EC%98%A4%EC%83%89_%EC%9A%A9%EC%86%8C%ED%8F%AD%ED%8F%AC_3_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_r2hiwg.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760799687/%EC%98%A4%EC%83%89_%EC%9A%A9%EC%86%8C%ED%8F%AD%ED%8F%AC_2_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_r1anw6.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760799684/%EC%98%A4%EC%83%89_%EC%9A%A9%EC%86%8C%ED%8F%AD%ED%8F%AC_1_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_nj6bnc.jpg",0.9,contains,
381,비밀의정원,사계절,공원,"사진명소, 경치",연인,무료,가능,강원특별자치도 인제군 남면 남전리,상시 개방,37.92095381,128.1327223,강원특별자치도 인제군 남면 남전리,"인제 갑둔리에 위치한 비밀의 정원은 풍경 사진이 잘 나오기로 소문난 장소이다. 아침 일찍 비밀의 정원을 보러 가면 서리가 낀 모습, 안개가 낀 모습들을 볼 수 있는데 그 모든 풍경들이 아름답게 느껴지는 장소이다. 인제 속 도로가 비밀의 정원이 된 이유는 군사 작전지역이라 일반 사람들은 접근할 수 없었기에 비밀의 정원이라 불렸다고 한다. 전에는 군사작전지역이",381,비밀의정원,3,"https://res.cloudinary.com/dmnc24zjf/image/upload/v1760797016/%EB%B9%84%EB%B0%80%EC%9D%98%EC%A0%95%EC%9B%90_3_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_p3lqcw.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760797013/%EB%B9%84%EB%B0%80%EC%9D%98%EC%A0%95%EC%9B%90_2_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_fwv1f4.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760797010/%EB%B9%84%EB%B0%80%EC%9D%98%EC%A0%95%EC%9B%90_1_%EA%B3%B5%EA%B3%B51%EC%9C%A0%ED%98%95_szeoef.jpg",1,exact,
