name,season,nature,vibe,target,fee,parking,address,open_time,latitude,longitude,full_address,short_description,nature_list,vibe_list,target_list,enhanced_description
영금정갯바위,"봄, 가을, 사계절",자연,힐링,연인,정보없음,정보없음,강원특별자치도 속초시 영랑해안길 18 (동명동),,38.21312605,128.6011597,,영금정갯바위은는 봄에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,['자연'],['힐링'],['연인'],"영금정갯바위은는 봄에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 봄, 가을, 사계절에 특히 아름답습니다. 자연 경관을 즐길 수 있습니다. 힐링 분위기로 좋습니다. 연인에게 추천합니다."
심원사(철원),사계절,산,힐링,연인,정보없음,정보없음,강원특별자치도 철원군 동송읍 상노1길 58(동송읍),,38.16309241,127.2496012,,심원사철원은는 사계절에 특히 아름다워 산 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,['산'],['힐링'],['연인'],심원사철원은는 사계절에 특히 아름다워 산 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 사계절에 특히 아름답습니다. 산 경관을 즐길 수 있습니다. 힐링 분위기로 좋습니다. 연인에게 추천합니다.
플레이정글 춘천엔타점,사계절,,힐링,연인,정보없음,정보없음,강원특별자치도 춘천시 후석로 120 (석사동)춘천NH타운 엔타5층,,37.86356157,127.7477785,,플레이정글 춘천엔타점은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,[],['힐링'],['연인'],플레이정글 춘천엔타점은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 사계절에 특히 아름답습니다.  힐링 분위기로 좋습니다. 연인에게 추천합니다.
건등저수지,"여름, 사계절",호수,힐링,연인,정보없음,정보없음,강원특별자치도 원주시 문막읍 건등리148,,37.31455185,127.8363199,,건등저수지은는 여름에 특히 아름다워 호수 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,['호수'],['힐링'],['연인'],"건등저수지은는 여름에 특히 아름다워 호수 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 여름, 사계절에 특히 아름답습니다. 호수 경관을 즐길 수 있습니다. 힐링 분위기로 좋습니다. 연인에게 추천합니다."
홍천 용오름계곡,"봄, 가을, 사계절","산, 계곡",힐링,연인,정보없음,정보없음,강원특별자치도 홍천군 서석면 검산길 263,,37.72100398,128.2362412,,홍천 용오름계곡은는 봄에 특히 아름다워 산 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,"['산', '계곡']",['힐링'],['연인'],"홍천 용오름계곡은는 봄에 특히 아름다워 산 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 봄, 가을, 사계절에 특히 아름답습니다. 산, 계곡 경관을 즐길 수 있습니다. 힐링 분위기로 좋습니다. 연인에게 추천합니다."
근화수변 문화광장숲,"봄, 가을, 사계절",자연,힐링,연인,정보없음,정보없음,강원특별자치도 춘천시 하중도길 227 (중도동),,37.87874494,127.69533,,근화수변 문화광장숲은는 봄에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,['자연'],['힐링'],['연인'],"근화수변 문화광장숲은는 봄에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 봄, 가을, 사계절에 특히 아름답습니다. 자연 경관을 즐길 수 있습니다. 힐링 분위기로 좋습니다. 연인에게 추천합니다."
사이로248 출렁다리,사계절,자연,힐링,연인,정보없음,정보없음,강원특별자치도 춘천시 수변공원길 18 (삼천동),,37.87325413,127.7072596,,사이로248 출렁다리은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,['자연'],['힐링'],['연인'],사이로248 출렁다리은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 사계절에 특히 아름답습니다. 자연 경관을 즐길 수 있습니다. 힐링 분위기로 좋습니다. 연인에게 추천합니다.
양구수목원,"봄, 가을, 사계절",자연,힐링,연인,정보없음,정보없음,강원특별자치도 양구군 동면 숨골로310번길 131,,38.19024356,128.073975,,양구수목원은는 봄에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,['자연'],['힐링'],['연인'],"양구수목원은는 봄에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 봄, 가을, 사계절에 특히 아름답습니다. 자연 경관을 즐길 수 있습니다. 힐링 분위기로 좋습니다. 연인에게 추천합니다."
동송저수지,"봄, 여름, 가을, 사계절","산, 호수",힐링,연인,정보없음,정보없음,강원특별자치도 철원군 동송읍 강산리1286,,38.3064316,127.2714922,,동송저수지은는 봄에 특히 아름다워 산 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,"['산', '호수']",['힐링'],['연인'],"동송저수지은는 봄에 특히 아름다워 산 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 봄, 여름, 가을, 사계절에 특히 아름답습니다. 산, 호수 경관을 즐길 수 있습니다. 힐링 분위기로 좋습니다. 연인에게 추천합니다."
용평워터파크,사계절,,힐링,연인,정보없음,정보없음,강원특별자치도 평창군 대관령면 올림픽로 715,,37.65095162,128.7055232,,용평워터파크은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,[],['힐링'],['연인'],용평워터파크은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 사계절에 특히 아름답습니다.  힐링 분위기로 좋습니다. 연인에게 추천합니다.
용소폭포(연하계곡),사계절,"산, 계곡",힐링,연인,정보없음,정보없음,강원특별자치도 영월군 영월읍 연하리1071,,37.18984938,128.5672245,,용소폭포연하계곡은는 사계절에 특히 아름다워 산 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,"['산', '계곡']",['힐링'],['연인'],"용소폭포연하계곡은는 사계절에 특히 아름다워 산 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 사계절에 특히 아름답습니다. 산, 계곡 경관을 즐길 수 있습니다. 힐링 분위기로 좋습니다. 연인에게 추천합니다."
국립 백운산자연휴양림(원주),"봄, 가을, 사계절","산, 자연",힐링,연인,정보없음,정보없음,강원특별자치도 원주시 판부면 백운산길 81(판부면),,37.27721368,127.9421225,,국립 백운산자연휴양림원주은는 봄에 특히 아름다워 산 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,"['산', '자연']",['힐링'],['연인'],"국립 백운산자연휴양림원주은는 봄에 특히 아름다워 산 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 봄, 가을, 사계절에 특히 아름답습니다. 산, 자연 경관을 즐길 수 있습니다. 힐링 분위기로 좋습니다. 연인에게 추천합니다."
백마고지 위령비와 기념관,사계절,,힐링,연인,정보없음,정보없음,강원특별자치도 철원군 철원읍 대마1길 72(동송읍),,38.27001724,127.1652864,,백마고지 위령비와 기념관은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,[],['힐링'],['연인'],백마고지 위령비와 기념관은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 사계절에 특히 아름답습니다.  힐링 분위기로 좋습니다. 연인에게 추천합니다.
한반도지형(강원고생대 국가지질공원),사계절,자연,힐링,연인,정보없음,정보없음,강원특별자치도 영월군 한반도면 한반도로 555,,37.21992806,128.3575535,,한반도지형강원고생대 국가지질공원은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,['자연'],['힐링'],['연인'],한반도지형강원고생대 국가지질공원은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 사계절에 특히 아름답습니다. 자연 경관을 즐길 수 있습니다. 힐링 분위기로 좋습니다. 연인에게 추천합니다.
원주 삼태미마을,사계절,자연,힐링,연인,정보없음,정보없음,강원특별자치도 원주시 귀래면 운계다둔길 111,,37.20061333,127.8959817,,원주 삼태미마을은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,['자연'],['힐링'],['연인'],원주 삼태미마을은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 사계절에 특히 아름답습니다. 자연 경관을 즐길 수 있습니다. 힐링 분위기로 좋습니다. 연인에게 추천합니다.
인터컨티넨탈 알펜시아 평창 리조트,"봄, 가을, 사계절",산,힐링,연인,정보없음,정보없음,강원특별자치도 평창군 대관령면 솔봉로 325,,37.65750304,128.6743702,,인터컨티넨탈 알펜시아 평창 리조트은는 봄에 특히 아름다워 산 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,['산'],['힐링'],['연인'],"인터컨티넨탈 알펜시아 평창 리조트은는 봄에 특히 아름다워 산 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 봄, 가을, 사계절에 특히 아름답습니다. 산 경관을 즐길 수 있습니다. 힐링 분위기로 좋습니다. 연인에게 추천합니다."
설악산국립공원(내설악),"봄, 가을, 사계절","산, 자연",힐링,연인,정보없음,정보없음,강원특별자치도 인제군 북면 백담로 150,,38.19179049,128.357913,,설악산국립공원내설악은는 봄에 특히 아름다워 산 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,"['산', '자연']",['힐링'],['연인'],"설악산국립공원내설악은는 봄에 특히 아름다워 산 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 봄, 가을, 사계절에 특히 아름답습니다. 산, 자연 경관을 즐길 수 있습니다. 힐링 분위기로 좋습니다. 연인에게 추천합니다."
설악산국립공원(남설악),"봄, 가을, 사계절","산, 자연",힐링,연인,정보없음,정보없음,강원특별자치도 양양군 서면 설악로 801,,38.08545463,128.4493635,,설악산국립공원남설악은는 봄에 특히 아름다워 산 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,"['산', '자연']",['힐링'],['연인'],"설악산국립공원남설악은는 봄에 특히 아름다워 산 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 봄, 가을, 사계절에 특히 아름답습니다. 산, 자연 경관을 즐길 수 있습니다. 힐링 분위기로 좋습니다. 연인에게 추천합니다."
치악산국립공원,"봄, 가을, 사계절","산, 자연",힐링,연인,정보없음,정보없음,강원특별자치도 원주시 소초면 무쇠점2길 26,,37.41436097,128.050681,,치악산국립공원은는 봄에 특히 아름다워 산 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,"['산', '자연']",['힐링'],['연인'],"치악산국립공원은는 봄에 특히 아름다워 산 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 봄, 가을, 사계절에 특히 아름답습니다. 산, 자연 경관을 즐길 수 있습니다. 힐링 분위기로 좋습니다. 연인에게 추천합니다."
한반도습지 생태문화시설,사계절,,힐링,연인,정보없음,정보없음,"강원특별자치도 영월군 한반도면 안새내길 63-40(한반도면, 한반도습지 생태문화관)",,37.23062644,128.3371828,,한반도습지 생태문화시설은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,[],['힐링'],['연인'],한반도습지 생태문화시설은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 사계절에 특히 아름답습니다.  힐링 분위기로 좋습니다. 연인에게 추천합니다.
경포도립공원,사계절,자연,힐링,연인,정보없음,정보없음,강원특별자치도 강릉시 창해로 473 (강문동),,37.80275193,128.9101195,,경포도립공원은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,['자연'],['힐링'],['연인'],경포도립공원은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 사계절에 특히 아름답습니다. 자연 경관을 즐길 수 있습니다. 힐링 분위기로 좋습니다. 연인에게 추천합니다.
두타산,"봄, 가을, 사계절",산,힐링,연인,정보없음,정보없음,강원특별자치도 삼척시 하장면 두타로,,37.39360411,129.0218137,,두타산은는 봄에 특히 아름다워 산 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,['산'],['힐링'],['연인'],"두타산은는 봄에 특히 아름다워 산 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 봄, 가을, 사계절에 특히 아름답습니다. 산 경관을 즐길 수 있습니다. 힐링 분위기로 좋습니다. 연인에게 추천합니다."
내린천 포트홀 (강원평화지역 국가지질공원),사계절,자연,힐링,연인,정보없음,정보없음,강원특별자치도 인제군 기린면 북리,,37.96539621,128.2965061,,내린천 포트홀 강원평화지역 국가지질공원은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,['자연'],['힐링'],['연인'],내린천 포트홀 강원평화지역 국가지질공원은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 사계절에 특히 아름답습니다. 자연 경관을 즐길 수 있습니다. 힐링 분위기로 좋습니다. 연인에게 추천합니다.
둔전계곡,사계절,계곡,힐링,연인,정보없음,정보없음,강원특별자치도 양양군 강현면 둔전리,,38.12012756,128.5506449,,둔전계곡은는 사계절에 특히 아름다워 계곡 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,['계곡'],['힐링'],['연인'],둔전계곡은는 사계절에 특히 아름다워 계곡 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 사계절에 특히 아름답습니다. 계곡 경관을 즐길 수 있습니다. 힐링 분위기로 좋습니다. 연인에게 추천합니다.
십이선녀탕(탕수동계곡),사계절,계곡,힐링,연인,정보없음,정보없음,강원특별자치도 인제군 북면 십이선녀탕길 83-1,,38.18269324,128.3016073,,십이선녀탕탕수동계곡은는 사계절에 특히 아름다워 계곡 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,['계곡'],['힐링'],['연인'],십이선녀탕탕수동계곡은는 사계절에 특히 아름다워 계곡 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 사계절에 특히 아름답습니다. 계곡 경관을 즐길 수 있습니다. 힐링 분위기로 좋습니다. 연인에게 추천합니다.
삼척 미인폭포,사계절,"산, 계곡",힐링,연인,정보없음,정보없음,강원특별자치도 삼척시 도계읍 문의재로 77-162,,37.17962366,129.0476929,,삼척 미인폭포은는 사계절에 특히 아름다워 산 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,"['산', '계곡']",['힐링'],['연인'],"삼척 미인폭포은는 사계절에 특히 아름다워 산 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 사계절에 특히 아름답습니다. 산, 계곡 경관을 즐길 수 있습니다. 힐링 분위기로 좋습니다. 연인에게 추천합니다."
북분리해수욕장,여름,바다,힐링,연인,정보없음,정보없음,강원특별자치도 양양군 현남면 동해대로 972,,37.9854221,128.7512587,,북분리해수욕장은는 여름에 특히 아름다워 바다 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,['바다'],['힐링'],['연인'],북분리해수욕장은는 여름에 특히 아름다워 바다 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 여름에 특히 아름답습니다. 바다 경관을 즐길 수 있습니다. 힐링 분위기로 좋습니다. 연인에게 추천합니다.
낙산해수욕장,"봄, 여름, 가을","바다, 산",힐링,연인,정보없음,정보없음,강원특별자치도 양양군 강현면 해맞이길 55,,38.11738782,128.6335764,,낙산해수욕장은는 봄에 특히 아름다워 바다 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,"['바다', '산']",['힐링'],['연인'],"낙산해수욕장은는 봄에 특히 아름다워 바다 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 봄, 여름, 가을에 특히 아름답습니다. 바다, 산 경관을 즐길 수 있습니다. 힐링 분위기로 좋습니다. 연인에게 추천합니다."
화진포(강원평화지역 국가지질공원),사계절,자연,역사,"가족, 연인",정보없음,정보없음,강원특별자치도 고성군 거진읍 현내면,,38.47884469,128.4391216,,화진포강원평화지역 국가지질공원은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 역사 분위기로 가족 연인에게 추천됩니다,['자연'],['역사'],"['가족', '연인']","화진포강원평화지역 국가지질공원은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 역사 분위기로 가족 연인에게 추천됩니다 이곳은 사계절에 특히 아름답습니다. 자연 경관을 즐길 수 있습니다. 역사 분위기로 좋습니다. 가족, 연인에게 추천합니다."
임원해변,"여름, 사계절",바다,힐링,연인,정보없음,정보없음,강원특별자치도 삼척시 원덕읍 임원리,,37.22311048,129.3408349,,임원해변은는 여름에 특히 아름다워 바다 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,['바다'],['힐링'],['연인'],"임원해변은는 여름에 특히 아름다워 바다 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 여름, 사계절에 특히 아름답습니다. 바다 경관을 즐길 수 있습니다. 힐링 분위기로 좋습니다. 연인에게 추천합니다."
죽도해수욕장,여름,바다,힐링,연인,정보없음,정보없음,강원특별자치도 양양군 현남면 인구중앙길,,37.97235156,128.7595861,,죽도해수욕장은는 여름에 특히 아름다워 바다 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,['바다'],['힐링'],['연인'],죽도해수욕장은는 여름에 특히 아름다워 바다 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 여름에 특히 아름답습니다. 바다 경관을 즐길 수 있습니다. 힐링 분위기로 좋습니다. 연인에게 추천합니다.
국형사,사계절,산,힐링,연인,정보없음,정보없음,강원특별자치도 원주시 고문골길 155(행구동),,37.33433897,128.0135005,,국형사은는 사계절에 특히 아름다워 산 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,['산'],['힐링'],['연인'],국형사은는 사계절에 특히 아름다워 산 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 사계절에 특히 아름답습니다. 산 경관을 즐길 수 있습니다. 힐링 분위기로 좋습니다. 연인에게 추천합니다.
청평사(춘천),"봄, 가을, 사계절",산,힐링,연인,정보없음,정보없음,강원특별자치도 춘천시 북산면 오봉산길 810,,37.98653729,127.8089859,,청평사춘천은는 봄에 특히 아름다워 산 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,['산'],['힐링'],['연인'],"청평사춘천은는 봄에 특히 아름다워 산 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 봄, 가을, 사계절에 특히 아름답습니다. 산 경관을 즐길 수 있습니다. 힐링 분위기로 좋습니다. 연인에게 추천합니다."
황산사(원주),"봄, 가을, 사계절",산,힐링,연인,정보없음,정보없음,강원특별자치도 원주시 귀래면 미륵산길 202,,37.18317033,127.8651016,,황산사원주은는 봄에 특히 아름다워 산 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,['산'],['힐링'],['연인'],"황산사원주은는 봄에 특히 아름다워 산 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 봄, 가을, 사계절에 특히 아름답습니다. 산 경관을 즐길 수 있습니다. 힐링 분위기로 좋습니다. 연인에게 추천합니다."
백담사,사계절,산,힐링,연인,정보없음,정보없음,강원특별자치도 인제군 백담로 746 백담사,,38.16517446,128.3743984,,백담사은는 사계절에 특히 아름다워 산 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,['산'],['힐링'],['연인'],백담사은는 사계절에 특히 아름다워 산 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 사계절에 특히 아름답습니다. 산 경관을 즐길 수 있습니다. 힐링 분위기로 좋습니다. 연인에게 추천합니다.
영월향교,사계절,,역사,"가족, 연인",정보없음,정보없음,강원특별자치도 영월군 영월읍 영월향교길 64(영월읍),,37.18545925,128.4750634,,영월향교은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 역사 분위기로 가족 연인에게 추천됩니다,[],['역사'],"['가족', '연인']","영월향교은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 역사 분위기로 가족 연인에게 추천됩니다 이곳은 사계절에 특히 아름답습니다.  역사 분위기로 좋습니다. 가족, 연인에게 추천합니다."
만경대,사계절,,힐링,연인,정보없음,정보없음,강원특별자치도 동해시 공단12로 77 (구호동),,19.69442748,117.9925663,,만경대은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,[],['힐링'],['연인'],만경대은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 사계절에 특히 아름답습니다.  힐링 분위기로 좋습니다. 연인에게 추천합니다.
삼척향교,사계절,,역사,"가족, 연인",정보없음,정보없음,강원특별자치도 삼척시 향교길 34(교동),,37.45018099,129.1675489,,삼척향교은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 역사 분위기로 가족 연인에게 추천됩니다,[],['역사'],"['가족', '연인']","삼척향교은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 역사 분위기로 가족 연인에게 추천됩니다 이곳은 사계절에 특히 아름답습니다.  역사 분위기로 좋습니다. 가족, 연인에게 추천합니다."
지암계곡,사계절,계곡,힐링,연인,정보없음,정보없음,강원특별자치도 춘천시 사북면 지암리,,37.97734007,127.60268,,지암계곡은는 사계절에 특히 아름다워 계곡 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,['계곡'],['힐링'],['연인'],지암계곡은는 사계절에 특히 아름다워 계곡 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 사계절에 특히 아름답습니다. 계곡 경관을 즐길 수 있습니다. 힐링 분위기로 좋습니다. 연인에게 추천합니다.
한화리조트 설악 워터피아,사계절,,힐링,연인,정보없음,정보없음,강원특별자치도 속초시 미시령로2983번길 111,,38.2097417,128.5288163,,한화리조트 설악 워터피아은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,[],['힐링'],['연인'],한화리조트 설악 워터피아은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 사계절에 특히 아름답습니다.  힐링 분위기로 좋습니다. 연인에게 추천합니다.
가진해변,"여름, 사계절",바다,역사,"가족, 연인",정보없음,정보없음,강원특별자치도 고성군 죽왕면 가진리168-1,,38.37401661,128.5086047,,가진해변은는 여름에 특히 아름다워 바다 경관이 뛰어나며 역사 분위기로 가족 연인에게 추천됩니다,['바다'],['역사'],"['가족', '연인']","가진해변은는 여름에 특히 아름다워 바다 경관이 뛰어나며 역사 분위기로 가족 연인에게 추천됩니다 이곳은 여름, 사계절에 특히 아름답습니다. 바다 경관을 즐길 수 있습니다. 역사 분위기로 좋습니다. 가족, 연인에게 추천합니다."
문암2리해변,"여름, 사계절",바다,역사,"가족, 연인",정보없음,정보없음,강원특별자치도 고성군 죽왕면 문암진리,,38.29677363,128.549434,,문암2리해변은는 여름에 특히 아름다워 바다 경관이 뛰어나며 역사 분위기로 가족 연인에게 추천됩니다,['바다'],['역사'],"['가족', '연인']","문암2리해변은는 여름에 특히 아름다워 바다 경관이 뛰어나며 역사 분위기로 가족 연인에게 추천됩니다 이곳은 여름, 사계절에 특히 아름답습니다. 바다 경관을 즐길 수 있습니다. 역사 분위기로 좋습니다. 가족, 연인에게 추천합니다."
이효석문화마을,"봄, 가을, 사계절","산, 자연",힐링,연인,정보없음,정보없음,강원특별자치도 평창군 봉평면 원길리765-5,,37.61325235,128.37111,,이효석문화마을은는 봄에 특히 아름다워 산 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,"['산', '자연']",['힐링'],['연인'],"이효석문화마을은는 봄에 특히 아름다워 산 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 봄, 가을, 사계절에 특히 아름답습니다. 산, 자연 경관을 즐길 수 있습니다. 힐링 분위기로 좋습니다. 연인에게 추천합니다."
선돌 (강원고생대 국가지질공원),사계절,자연,힐링,연인,정보없음,정보없음,강원특별자치도 영월군 남면 영월로 1472,,37.20653939,128.4346831,,선돌 강원고생대 국가지질공원은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,['자연'],['힐링'],['연인'],선돌 강원고생대 국가지질공원은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 사계절에 특히 아름답습니다. 자연 경관을 즐길 수 있습니다. 힐링 분위기로 좋습니다. 연인에게 추천합니다.
양양선림원지,사계절,,힐링,연인,정보없음,정보없음,강원특별자치도 양양군 서면 서림리,,37.94477782,128.5160424,,양양선림원지은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,[],['힐링'],['연인'],양양선림원지은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 사계절에 특히 아름답습니다.  힐링 분위기로 좋습니다. 연인에게 추천합니다.
창절사,사계절,산,역사,"가족, 연인",정보없음,정보없음,강원특별자치도 영월군 영월읍 단종로 60(영월읍),,37.18788378,128.4653948,,창절사은는 사계절에 특히 아름다워 산 경관이 뛰어나며 역사 분위기로 가족 연인에게 추천됩니다,['산'],['역사'],"['가족', '연인']","창절사은는 사계절에 특히 아름다워 산 경관이 뛰어나며 역사 분위기로 가족 연인에게 추천됩니다 이곳은 사계절에 특히 아름답습니다. 산 경관을 즐길 수 있습니다. 역사 분위기로 좋습니다. 가족, 연인에게 추천합니다."
청대산,"봄, 가을, 사계절",산,힐링,연인,정보없음,정보없음,강원특별자치도 속초시 청대로 207,,38.18395942,128.5711855,,청대산은는 봄에 특히 아름다워 산 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,['산'],['힐링'],['연인'],"청대산은는 봄에 특히 아름다워 산 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 봄, 가을, 사계절에 특히 아름답습니다. 산 경관을 즐길 수 있습니다. 힐링 분위기로 좋습니다. 연인에게 추천합니다."
목우산,"봄, 가을, 사계절",산,힐링,연인,정보없음,정보없음,강원특별자치도 영월군 산솔면 응고개길 169-2,,37.13700786,128.6939008,,목우산은는 봄에 특히 아름다워 산 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,['산'],['힐링'],['연인'],"목우산은는 봄에 특히 아름다워 산 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 봄, 가을, 사계절에 특히 아름답습니다. 산 경관을 즐길 수 있습니다. 힐링 분위기로 좋습니다. 연인에게 추천합니다."
칠봉유원지,"봄, 가을, 사계절","호수, 산, 자연",힐링,연인,정보없음,정보없음,강원특별자치도 원주시 호저면 산현리,,37.44131867,127.8859506,,칠봉유원지은는 봄에 특히 아름다워 호수 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,"['호수', '산', '자연']",['힐링'],['연인'],"칠봉유원지은는 봄에 특히 아름다워 호수 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 봄, 가을, 사계절에 특히 아름답습니다. 호수, 산, 자연 경관을 즐길 수 있습니다. 힐링 분위기로 좋습니다. 연인에게 추천합니다."
